lsoa,names,lone_parent_household,young_pepople_percent,ethnic_black,tenure_mortgage_loan,tenure_social,no_qualifications,level_4_qualifications_above,no_cars,cars_per_household,median_annual_household_income,ptal_average,cluster_id
E01003112,Lambeth 002E,14.4,0.27,30.4,15.8,54,20,37.1,66.9,0.4,29108.00 ,5.4,1
E01003101,Lambeth 003A,16.5,0.32,24.9,14.3,46.1,15.1,48.5,68.8,0.4,31666.00 ,7.7,1
E01003105,Lambeth 003B,18.2,0.25,32.1,14.4,57.4,18.6,40.8,69.5,0.4,28958.00 ,6.2,1
E01003106,Lambeth 003C,15.9,0.24,22.4,14.8,43.4,11.2,54.7,59.7,0.5,39002.00 ,5.6,1
E01003107,Lambeth 003D,10.5,0.27,15.6,25.2,26.6,9.2,62.9,59,0.5,48204.00 ,7.1,1
E01003109,Lambeth 003E,16.1,0.28,25.9,13,48.1,16.1,44,70.8,0.3,30233.00 ,7.1,1
E01003102,Lambeth 004A,7,0.3,13.4,17.4,36.8,10.1,56.6,67.9,0.4,39223.00 ,7.8,1
E01003104,Lambeth 004C,8.2,0.34,17.6,19.8,21.5,9.5,52.2,69.9,0.4,32693.00 ,6.7,1
E01003122,Lambeth 004D,12.4,0.32,23.1,20.9,35.1,12,50.7,66.6,0.4,31421.00 ,3.5,0
E01003129,Lambeth 004E,12.6,0.3,20.1,16.2,26.9,11.1,49.2,65.6,0.4,33700.00 ,5.2,1
E01033207,Lambeth 004F,13.4,0.23,23.7,14.1,54.8,22.8,38.1,66.8,0.4,30716.00 ,6.5,1
E01033208,Lambeth 004G,7.5,0.32,13.7,12.3,19.5,6,62.1,69.4,0.4,40891.00 ,7.9,1
E01003098,Lambeth 005A,12.2,0.27,25.4,19.1,36.1,14.4,50.4,57.7,0.5,33896.00 ,5.4,1
E01003099,Lambeth 005B,15.5,0.32,23.6,17,37.5,14,49.3,68,0.4,30907.00 ,7.6,1
E01003100,Lambeth 005C,4.9,0.44,7.9,20.8,11.6,6,69.4,70,0.3,45666.00 ,6.3,1
E01003180,Lambeth 005D,15.6,0.27,31.2,21.5,47.4,14.5,46.2,58.2,0.5,32488.00 ,3.4,0
E01003183,Lambeth 005E,18.4,0.31,35.8,15.2,60.7,18.6,39,62.8,0.4,28080.00 ,5.3,1
E01003097,Lambeth 006A,17.5,0.26,26.5,12.8,60.4,22.5,31.1,70.7,0.3,25979.00 ,5.9,1
E01003121,Lambeth 006B,24,0.23,44.3,8.7,74.7,22.8,24.4,68.6,0.4,24599.00 ,4.5,1
E01003123,Lambeth 006C,10,0.23,12.6,26.6,23.9,8.3,58.7,56.1,0.6,45477.00 ,5.2,1
E01003124,Lambeth 006D,13.7,0.27,22.8,12.6,43.1,17.7,38.7,69.5,0.4,28051.00 ,5.7,1
E01003125,Lambeth 006E,27.5,0.22,40.2,10,67.6,24,25.4,68.2,0.4,22771.00 ,5.6,1
E01003181,Lambeth 007A,18.9,0.3,28.7,17.9,51.4,17.8,41.3,67.9,0.4,29053.00 ,5.7,1
E01003184,Lambeth 007B,27.8,0.22,51.7,9,77.8,24.6,24.2,71,0.4,22330.00 ,4.9,1
E01003185,Lambeth 007C,11.2,0.32,23.3,18.5,43.4,12.2,52.5,70.4,0.3,32095.00 ,5.2,1
E01003186,Lambeth 007D,11,0.33,20.7,18.8,33.1,8.7,55.7,57.9,0.5,39476.00 ,5.3,1
E01003187,Lambeth 007E,23.6,0.29,53.3,16.1,66.5,16.9,30.9,62.1,0.5,25861.00 ,3,0
E01003089,Lambeth 008A,25,0.32,37.4,14.2,55.2,18.3,30.7,65.5,0.4,25257.00 ,4,0
E01003091,Lambeth 008B,19.5,0.33,25.6,18.6,41.5,14.8,44.8,61.7,0.4,30236.00 ,4,0
E01003092,Lambeth 008C,21.2,0.27,33.8,12.1,58.4,22.2,33.9,66.4,0.4,25665.00 ,3.8,0
E01003126,Lambeth 008D,20.6,0.27,33.7,16.3,47.8,18.7,36.6,69.1,0.4,27649.00 ,6.3,1
E01003128,Lambeth 008E,19.6,0.24,36.4,13.3,58,21.4,30.2,73.5,0.3,24560.00 ,5.9,1
E01003046,Lambeth 009A,24.1,0.23,55,10.2,73.1,19.1,28.5,71.2,0.3,23477.00 ,4.1,0
E01003048,Lambeth 009B,26.2,0.23,56.7,6.1,75.4,21.3,25.2,70,0.3,22780.00 ,4.8,0
E01003075,Lambeth 009C,27.2,0.21,47.9,12,69.2,25.7,23,69.6,0.3,22402.00 ,4.2,0
E01003182,Lambeth 009D,16.3,0.29,34.1,21,45.8,14.6,39.9,61.4,0.5,31326.00 ,2.9,0
E01003188,Lambeth 009E,22.7,0.27,48.2,15.2,67.5,22.1,31.4,65,0.4,24381.00 ,3.8,0
E01003088,Lambeth 010A,16.6,0.37,29.3,18.9,43.1,13,51.4,67.3,0.4,31258.00 ,5.2,1
E01003093,Lambeth 010B,29,0.27,42.8,6.2,68.2,18.9,31.6,69.8,0.3,25171.00 ,6.6,1
E01003094,Lambeth 010C,13.3,0.37,24.6,15.6,41.5,15.4,51.1,62.8,0.4,34149.00 ,6.1,1
E01003096,Lambeth 010D,5.7,0.46,15.2,21.3,18.1,7.3,64.4,69.4,0.4,44851.00 ,5.6,1
E01003127,Lambeth 010E,11.4,0.29,23.5,19.9,34.4,13,48.2,60.9,0.5,33787.00 ,6.7,1
E01003045,Lambeth 011A,25.1,0.26,53.1,7.1,77.7,22.2,27.3,67.7,0.4,24475.00 ,4.8,0
E01003047,Lambeth 011B,17.4,0.31,34.8,11.6,51.5,18,38.4,77,0.3,27548.00 ,7.4,1
E01003049,Lambeth 011C,22.5,0.26,44.4,13.9,52.8,18.9,31.8,66.9,0.4,24858.00 ,6.6,1
E01003059,Lambeth 011D,18.1,0.26,39.7,16,60.8,21.6,27.6,67,0.4,24154.00 ,6.5,1
E01003060,Lambeth 011E,22.3,0.23,46,12,68.2,25.8,22.9,70.7,0.3,22215.00 ,6.3,1
E01003061,Lambeth 011F,13.9,0.3,25.8,14.6,41.5,17.8,37.2,75.5,0.3,28900.00 ,7.2,1
E01003034,Lambeth 012A,10.7,0.28,17.6,22.3,33.1,11.5,55.6,54.4,0.6,40513.00 ,3.8,0
E01003035,Lambeth 012B,7.5,0.41,14.1,17.7,25.4,9.3,64.9,60.4,0.5,45925.00 ,5.9,1
E01003036,Lambeth 012C,11.9,0.28,19.8,23.2,31.8,12.4,56.7,54.3,0.5,44747.00 ,4.1,0
E01003090,Lambeth 012D,6.7,0.41,15.9,20.6,27.5,10.4,60.6,63.5,0.4,39166.00 ,5.9,1
E01003095,Lambeth 012E,9.7,0.31,15.7,26.2,25.4,8.4,60.2,50.3,0.6,47448.00 ,5.1,1
E01003037,Lambeth 013A,18.8,0.33,29,14,55.6,16,45.6,65,0.4,29391.00 ,4.1,0
E01003038,Lambeth 013B,3.9,0.31,6.6,32.9,11.9,5.5,72.2,45.9,0.7,59169.00 ,4.7,1
E01003039,Lambeth 013C,6.9,0.31,6,23.7,10.4,4.5,72.3,49.1,0.7,59551.00 ,5.9,1
E01003040,Lambeth 013D,8.4,0.27,15.1,23.2,22.9,9.1,62.4,51.2,0.6,49161.00 ,5.1,1
E01003042,Lambeth 013E,12.4,0.35,15.5,15.1,38.4,14.2,52,63.5,0.4,33606.00 ,5.4,1
E01003072,Lambeth 014A,9.4,0.14,9.8,27.2,20,11.4,60.5,43,0.8,51289.00 ,4.6,1
E01003073,Lambeth 014B,17.2,0.23,34.6,20.9,52.3,16.4,42.6,49.9,0.6,32464.00 ,3.8,0
E01003076,Lambeth 014C,10.9,0.3,20.7,16.9,28.1,9.4,49.4,68.8,0.4,33596.00 ,4.8,0
E01003077,Lambeth 014D,11.5,0.3,24.9,24.9,24.3,11,49.2,64,0.4,33187.00 ,4,0
E01003078,Lambeth 014E,8.8,0.18,10.1,36.6,14.5,11.8,56.4,40.5,0.8,55483.00 ,4.1,0
E01003019,Lambeth 015A,8.8,0.38,18.9,28.6,22.6,9.1,62.3,56.2,0.5,46615.00 ,3.9,0
E01003053,Lambeth 015B,6.5,0.39,15.6,25.6,16.8,8.4,67.1,58.9,0.5,47495.00 ,6.4,1
E01003054,Lambeth 015C,7.1,0.5,10.1,21.7,14.3,5.2,72.4,62.9,0.4,51196.00 ,6.4,1
E01003056,Lambeth 015D,10.9,0.42,22.2,17.9,31.6,9,61.7,65.2,0.4,37201.00 ,5.6,1
E01003058,Lambeth 015E,10.1,0.48,20.1,22.4,23.3,9,64.5,61.3,0.5,42631.00 ,5.6,1
E01003020,Lambeth 016A,13.9,0.29,26.4,23.6,31.9,11.2,54.7,62.3,0.4,36560.00 ,6.4,1
E01003050,Lambeth 016B,8.7,0.37,25,18.1,33.5,11.3,58.1,69,0.3,35198.00 ,7.2,1
E01003052,Lambeth 016C,24.7,0.25,53.5,9.6,70.6,19.3,26.6,69.7,0.4,23261.00 ,5.7,1
E01003055,Lambeth 016D,8.2,0.32,22,20.9,38.6,14.4,55.1,66.7,0.4,35826.00 ,7.3,1
E01003176,Lambeth 016E,24,0.21,39.8,8.2,52.9,18.8,36.1,73.7,0.3,25750.00 ,7,1
E01003029,Lambeth 017A,7.3,0.33,13.8,20.2,27.6,10,61.7,56,0.5,44938.00 ,4.4,0
E01003032,Lambeth 017B,15.3,0.33,25.1,15.9,44.4,14.1,47.3,62.1,0.5,32779.00 ,6.1,1
E01003041,Lambeth 017C,19.2,0.31,28.5,14,49.9,18.9,48,69.5,0.3,30229.00 ,6.4,1
E01003057,Lambeth 017D,19.8,0.37,34.9,14,56.5,16.4,47,65.3,0.4,30241.00 ,5.8,1
E01003043,Lambeth 018A,12.7,0.32,27.2,22.5,32.7,10.7,59.2,62.2,0.4,40698.00 ,5.8,1
E01003044,Lambeth 018B,19.6,0.21,63.7,4.3,81.2,19.3,30.7,69,0.3,26074.00 ,2.7,0
E01003051,Lambeth 018C,22.7,0.31,42.6,8.9,43.9,17.3,36.9,71.9,0.3,26717.00 ,4.9,0
E01003071,Lambeth 018D,11.3,0.28,16.4,25.1,22.6,7.8,66.1,56.3,0.5,47734.00 ,4.9,1
E01003074,Lambeth 018E,12.2,0.21,23.3,27.7,30.5,9.2,57.4,62.2,0.4,42138.00 ,5.2,1
E01003026,Lambeth 019A,3.4,0.31,7.4,29.4,12,5.1,73.6,43.9,0.7,60750.00 ,3.9,0
E01003027,Lambeth 019B,5.2,0.22,3.4,43.5,4.4,3.4,72.4,26.9,1,73880.00 ,3.5,0
E01003028,Lambeth 019C,11,0.26,11.2,24.9,25.4,8.7,62.2,43,0.8,51442.00 ,2.9,0
E01003030,Lambeth 019D,5,0.34,5.2,29.1,8.2,5.7,73.2,47,0.6,59545.00 ,4.5,1
E01003033,Lambeth 019E,8.4,0.23,12.1,31.5,20,7.4,63.6,34.5,0.8,59524.00 ,3.3,0
E01003018,Lambeth 020A,7.4,0.32,14.6,22.6,14.5,8.8,64.2,65.7,0.4,41815.00 ,5.6,1
E01003171,Lambeth 020B,11.9,0.27,28.9,27,28.8,10.6,54.9,60.1,0.5,32753.00 ,4.4,0
E01003173,Lambeth 020C,7.5,0.25,21.9,34.1,9.5,9.3,54.6,48,0.6,43419.00 ,3.7,0
E01003177,Lambeth 020D,13.5,0.3,28.3,19.9,33.7,11.4,53,59.5,0.5,33325.00 ,4.9,1
E01003178,Lambeth 020E,7.3,0.29,18.9,27.4,21.6,11,58.1,56.9,0.5,45144.00 ,5.3,1
E01003021,Lambeth 021A,16.4,0.27,29.7,15.1,55.2,26.8,29.1,63.3,0.4,26661.00 ,4.1,0
E01003022,Lambeth 021B,11.6,0.3,21.6,27,31.8,10.3,53.2,55.1,0.5,39763.00 ,3.8,0
E01003023,Lambeth 021C,11.7,0.31,21.9,23.3,23,10.6,52.9,62.3,0.4,33824.00 ,5.9,1
E01003024,Lambeth 021D,24.2,0.26,45.2,15.9,55.6,18.6,33.6,67.6,0.4,26127.00 ,4.7,1
E01003025,Lambeth 021E,17.1,0.24,32.6,24.7,36.5,17.3,40.4,54.2,0.5,30272.00 ,4.5,0
E01003136,Lambeth 022A,12.1,0.25,25.1,23.7,24.6,10.4,46.9,60.8,0.5,31203.00 ,5.6,1
E01003137,Lambeth 022B,20,0.24,31.9,17.9,39.2,17.7,35.3,64.1,0.4,26504.00 ,6.4,1
E01003159,Lambeth 022C,18.7,0.26,33,12,56.1,17.6,37.5,55.4,0.5,28758.00 ,3.4,0
E01003160,Lambeth 022D,30.1,0.27,46.4,7.7,74.7,19.9,27.9,64.9,0.4,24150.00 ,3.9,0
E01003162,Lambeth 022E,28.1,0.22,47.2,10.8,64.1,20.6,23.5,61.9,0.4,23101.00 ,4.7,0
E01003031,Lambeth 023A,12.6,0.4,19.7,21.1,39.2,10.2,55.6,59.6,0.5,35327.00 ,3.7,0
E01003156,Lambeth 023B,10.7,0.25,16.1,28.9,32.2,13.3,54.9,44.2,0.6,43416.00 ,2.6,0
E01003157,Lambeth 023C,9.2,0.22,13.7,39.3,16.5,7.7,65.1,34.5,0.7,57257.00 ,3.7,0
E01003158,Lambeth 023D,4.7,0.24,5.4,41.4,14.8,7.9,69.8,36.5,0.7,60091.00 ,2.4,2
E01003161,Lambeth 023E,12.4,0.3,17.1,24.3,30.3,13.9,57.7,52,0.6,41812.00 ,3.6,0
E01003163,Lambeth 023F,12.2,0.26,16.2,32,20.6,12.6,48.6,36.6,0.9,41011.00 ,3.6,0
E01003132,Lambeth 024A,23.1,0.2,38.9,20.9,49.1,25.9,29.6,59,0.5,26741.00 ,2.8,2
E01003172,Lambeth 024B,20.4,0.24,37.7,21.1,49.9,16.7,39.1,58.4,0.5,28614.00 ,3.2,0
E01003174,Lambeth 024C,29.3,0.24,52,11.7,60.7,18,27.6,66.3,0.4,23652.00 ,4.8,1
E01003175,Lambeth 024D,29.4,0.24,46.4,17.3,59,20.9,27.7,55.6,0.5,27313.00 ,2.9,0
E01003179,Lambeth 024E,29.8,0.26,48.3,11.2,73.5,16.5,30.2,65.9,0.4,24137.00 ,2.8,0
E01003164,Lambeth 025A,14.7,0.24,24.3,19.7,27.3,12.8,47.1,59.6,0.5,33060.00 ,6.2,1
E01003165,Lambeth 025B,15.6,0.17,19.8,27.7,28.7,13.7,51.1,43.8,0.8,41411.00 ,3.2,0
E01003168,Lambeth 025C,23.2,0.23,29.6,7.4,73.4,24.8,26.5,51.8,0.6,27163.00 ,4.3,1
E01003169,Lambeth 025D,14.4,0.21,25.1,29.7,29.5,11.2,51.6,51.9,0.6,36745.00 ,5.3,1
E01003170,Lambeth 025E,8.9,0.13,9.9,35.5,11.5,8.6,62.7,32.7,0.9,55229.00 ,3.9,0
E01003130,Lambeth 026A,8.7,0.21,16.3,30.9,7.8,11.6,50,53.9,0.6,40284.00 ,6.7,1
E01003131,Lambeth 026B,10.7,0.25,14.6,31.3,14.9,10.2,52.6,46.8,0.8,45284.00 ,6.3,1
E01003135,Lambeth 026C,13.7,0.25,23,27.1,39.9,14.6,41.9,55,0.5,31984.00 ,5.4,1
E01003138,Lambeth 026D,4.9,0.24,8.1,35.7,8.9,7.2,63.8,39.9,0.7,54304.00 ,4.4,0
E01003151,Lambeth 026E,24.4,0.22,38.3,15,51.8,20.5,32.9,66.8,0.4,23890.00 ,5.7,1
E01003079,Lambeth 027A,19.9,0.2,32.9,24.6,36.9,16,37.5,55.9,0.5,30258.00 ,4.6,1
E01003080,Lambeth 027B,11.2,0.21,22,38.8,12.2,9.6,48.7,38.2,0.8,38263.00 ,3.8,0
E01003133,Lambeth 027C,13.2,0.23,16.9,27.1,22.5,12.1,49.4,50.7,0.6,38491.00 ,5.7,1
E01003134,Lambeth 027D,13.4,0.2,21.4,34.4,22.1,13.7,45.2,44.9,0.7,41125.00 ,3.9,0
E01003152,Lambeth 027E,12.9,0.24,22.3,30.4,7.4,12.6,48.3,41.7,0.8,41027.00 ,3.3,0
E01003064,Lambeth 028A,10.2,0.2,15.3,41.4,9.2,8.2,60.6,37.4,0.8,49014.00 ,2.5,2
E01003066,Lambeth 028B,18.8,0.21,34.5,24.6,39,19.9,33.8,51.8,0.6,29159.00 ,4.4,1
E01003081,Lambeth 028C,15.9,0.22,31.1,21.6,25.3,11.8,39.9,56.5,0.5,31247.00 ,4.9,1
E01003166,Lambeth 028D,14.8,0.22,21.7,24.6,16.6,11.4,49.5,54.4,0.6,35873.00 ,6.4,1
E01003167,Lambeth 028E,10.1,0.14,10,38.8,11,9.1,60.6,32.2,0.9,54743.00 ,5,1
E01003116,Lambeth 029A,12.3,0.21,17.1,31.2,18,14.9,47,36.4,1,43436.00 ,4.4,1
E01003117,Lambeth 029B,10.3,0.28,15.7,22.8,18.3,13,49.1,53.6,0.6,36132.00 ,6.5,1
E01003118,Lambeth 029C,7.4,0.25,9.6,27,13.2,12.6,49.2,44.3,0.8,42453.00 ,6,1
E01003153,Lambeth 029D,7.8,0.33,14.3,25.8,6.5,8.4,49,58.8,0.5,35417.00 ,6.9,1
E01003155,Lambeth 029E,8.3,0.23,16.3,32.8,9.7,13.7,43.5,46.4,0.7,40208.00 ,5.7,1
E01003083,Lambeth 030A,12.3,0.18,24.2,37.4,17.3,14.8,41.1,39.7,0.8,42398.00 ,3.3,0
E01003084,Lambeth 030B,9.5,0.2,20.4,37.9,13.7,9.1,50.2,41.8,0.7,42904.00 ,4.9,1
E01003085,Lambeth 030C,14.9,0.17,21,37.6,19.9,15.8,38.5,34.3,0.9,38450.00 ,3.7,0
E01003149,Lambeth 030D,12.7,0.19,16.7,37.2,5.8,11.2,45.6,34.3,0.9,43995.00 ,2.5,2
E01003154,Lambeth 030E,17.3,0.22,32.8,21.8,36.9,19,32.4,52.9,0.6,28854.00 ,2,2
E01003065,Lambeth 031A,25.1,0.23,41.2,17.4,58.6,25.9,25.8,53.9,0.5,25208.00 ,2.7,0
E01003068,Lambeth 031B,25.1,0.16,29.8,29.8,36.1,22.4,33,49.9,0.6,30439.00 ,3.1,0
E01003082,Lambeth 031C,18.1,0.16,34.4,25,43.8,21.4,34.2,50.4,0.6,29310.00 ,4.7,1
E01003086,Lambeth 031D,26,0.19,44.6,23,51.6,22.1,26.6,54.3,0.5,25663.00 ,3.3,0
E01003087,Lambeth 031E,29.1,0.18,41.9,16.5,56.6,24.5,24.4,61.9,0.4,23251.00 ,3.3,0
E01003113,Lambeth 032A,12.1,0.26,22.2,27.8,15.1,11,47.1,50.2,0.6,33675.00 ,5.7,1
E01003114,Lambeth 032B,12.2,0.26,20.7,30.1,9.2,10.7,47.8,48.9,0.6,35271.00 ,5.4,1
E01003119,Lambeth 032C,9.1,0.26,15.2,27.7,8,11.5,47.2,51.8,0.6,36057.00 ,6,1
E01003120,Lambeth 032D,10.6,0.25,23.4,19.5,12.1,14.9,39,64.3,0.4,29760.00 ,6.9,1
E01003148,Lambeth 032E,10.1,0.2,24.4,37.8,14.7,11.2,47.3,47.6,0.6,37147.00 ,3.5,0
E01003150,Lambeth 032F,17.8,0.22,29.1,20.8,32,16.5,39.3,57.7,0.5,29510.00 ,5.7,1
E01003062,Lambeth 033A,13.8,0.2,18.5,26.7,27.4,13.2,50.4,51.4,0.6,36246.00 ,5.7,1
E01003063,Lambeth 033B,21.4,0.19,35.7,23.5,51.2,21.6,34.6,57.2,0.5,26224.00 ,4.1,0
E01003067,Lambeth 033C,16.9,0.19,21.3,33.9,17.5,14.2,47.3,39.7,0.8,41549.00 ,3.2,0
E01003069,Lambeth 033D,23.7,0.17,27.8,31.3,32.9,20.7,34.6,40.8,0.7,30448.00 ,3.6,0
E01003070,Lambeth 033E,24.7,0.2,40.5,18.8,56.8,22.2,29.8,55.7,0.5,26965.00 ,3.7,0
E01003115,Lambeth 034A,17.2,0.25,29.7,27.1,19.9,12.5,44.6,56.2,0.5,34077.00 ,5.7,1
E01003141,Lambeth 034B,17.2,0.19,31,26.4,22.8,18.8,37.8,46.5,0.7,31603.00 ,4.4,0
E01003144,Lambeth 034C,7.1,0.19,17.3,41.7,5,14.6,44.7,21.2,1.2,52013.00 ,3.4,0
E01003145,Lambeth 034D,11.2,0.25,19.5,23.5,12.8,14.3,41.3,58,0.5,32600.00 ,5.3,1
E01003147,Lambeth 034E,13.6,0.24,23.4,30,18.8,14.7,38.7,47.3,0.6,32690.00 ,4.6,1
E01003139,Lambeth 035A,14.9,0.22,25.3,32.8,5.5,18.5,32.8,38.2,0.8,30758.00 ,4,0
E01003140,Lambeth 035B,19.1,0.21,32.2,35.4,7.3,17.7,31.7,27.8,1,31934.00 ,3.5,0
E01003142,Lambeth 035C,16.1,0.2,24.4,31.6,7.9,20.1,26.1,33.8,0.9,29114.00 ,3.7,0
E01003143,Lambeth 035D,19,0.21,36.3,28.3,33.9,20,27,42.6,0.7,28270.00 ,3.3,0
E01003146,Lambeth 035E,22.3,0.26,35.7,30.9,20.8,15.6,28,45,0.7,29340.00 ,3.9,0
E01003013,Lambeth 036A,3,0.39,5.1,10.9,9.8,4,66.5,66.2,0.4,56449.00 ,7.7,1
E01003014,Lambeth 036B,11.1,0.33,13.5,15.3,46.2,16.6,43.9,64.5,0.4,33299.00 ,7.8,1
E01003016,Lambeth 036C,9.3,0.54,11.3,11.4,30.2,8,39.3,65.2,0.4,42496.00 ,8,1
E01003017,Lambeth 036D,9.9,0.23,14.3,7.9,59.9,18.1,43.9,66.9,0.4,36295.00 ,8,1
E01032582,Lambeth 036E,11.8,0.31,17.7,12.4,40.9,17.6,49.2,74.8,0.3,33144.00 ,8,1
E01003244,Lewisham 001A,25.6,0.22,49.8,5.3,79,16.6,32.7,66.3,0.4,23142.00 ,2.5,2
E01003245,Lewisham 001B,32.4,0.25,37.9,6.3,72.8,22.7,28.5,58.7,0.5,25228.00 ,4.1,0
E01003247,Lewisham 001C,7.2,0.41,13.3,22.8,21.2,12.3,44.4,55.2,0.6,35868.00 ,3.8,0
E01003249,Lewisham 001D,14.6,0.31,28.6,12.6,46.9,15.8,39.7,60.9,0.5,29507.00 ,1.8,2
E01003250,Lewisham 001E,16.8,0.32,34.4,15.3,52.7,17.4,42.5,63.3,0.5,28322.00 ,3.3,0
E01003246,Lewisham 002A,23.1,0.27,39.5,17.2,56,21,31.5,58,0.5,25389.00 ,2.7,2
E01003248,Lewisham 002B,20.3,0.26,35.7,13.6,50.3,17.8,33.8,63.8,0.4,25269.00 ,2.6,0
E01003251,Lewisham 002C,26.4,0.29,41.8,5.8,70.4,22.6,22.3,61.1,0.4,22055.00 ,3.3,0
E01003252,Lewisham 002D,33.6,0.21,45.2,8,80.4,26.9,21.1,65.7,0.4,20547.00 ,3.2,0
E01003253,Lewisham 002E,17.3,0.26,34,13.3,52,21.2,32.7,67,0.4,24532.00 ,4.4,1
E01003297,Lewisham 003A,15.3,0.28,41,23.7,16.2,11.1,39.3,67.1,0.4,27403.00 ,1.5,2
E01003299,Lewisham 003B,19.7,0.29,31.8,21.2,40.4,19.5,37.2,64.7,0.4,28752.00 ,6.6,1
E01003301,Lewisham 003C,11.7,0.37,30.5,27.5,22.7,11.2,38,51.8,0.6,30821.00 ,4.2,0
E01003302,Lewisham 003D,20.4,0.23,44.6,21.4,46.9,20.5,32.7,62.3,0.4,25702.00 ,2.7,0
E01003305,Lewisham 003E,19.9,0.23,35.2,16.8,52,26.1,31,51.5,0.6,27210.00 ,3.5,0
E01003207,Lewisham 005A,20.7,0.26,37.5,7.2,59.3,21.8,31.5,68.9,0.4,24908.00 ,7,1
E01003209,Lewisham 005B,17,0.39,32.6,17.5,44.7,12.1,39.7,59.9,0.5,28181.00 ,6.6,1
E01003210,Lewisham 005C,10.6,0.28,21.1,22.2,24.7,11.5,51.4,60.5,0.5,38034.00 ,6.2,1
E01003212,Lewisham 005D,12.2,0.3,27.7,27.7,23.1,11.4,46.3,52.1,0.6,34747.00 ,4.8,1
E01003215,Lewisham 005E,10.4,0.49,19.5,12.2,27.3,7.8,41.6,70,0.4,29501.00 ,7.4,1
E01003338,Lewisham 006A,18.8,0.23,44,8.8,62.9,22.8,28,66.1,0.4,23841.00 ,6.8,1
E01003339,Lewisham 006B,10.5,0.29,28.9,18.3,38.3,15.2,42.4,56.9,0.6,31040.00 ,6,1
E01003340,Lewisham 006C,8.7,0.38,14,23.7,16.1,9.7,53.3,61,0.5,39177.00 ,6.9,1
E01003341,Lewisham 006D,14.5,0.24,13.9,26.2,23.2,11.3,54.9,44.8,0.7,43870.00 ,5.1,1
E01003343,Lewisham 006E,14.4,0.23,21.4,26.8,28,12.7,46.4,47.6,0.6,33292.00 ,4.3,0
E01003199,Lewisham 007A,10,0.2,8,32,16.2,8.5,60.4,38.1,0.8,55324.00 ,4.6,0
E01003201,Lewisham 007B,17.9,0.22,20.6,22.5,46.5,18.2,42.8,51.3,0.6,36331.00 ,7.7,1
E01003204,Lewisham 007C,13.8,0.2,18.3,25.7,35,14.2,51.4,42.3,0.7,42262.00 ,4.2,0
E01003205,Lewisham 007D,32.7,0.26,42.1,9.6,76.3,23.1,24.3,59.8,0.5,24809.00 ,5.5,1
E01003206,Lewisham 007E,7.9,0.16,9.6,28.1,22.1,10,60.6,37.4,0.8,52174.00 ,5.7,1
E01003211,Lewisham 008B,10,0.23,19.5,26.8,25.2,10.4,53.2,54.4,0.6,40147.00 ,5,1
E01003213,Lewisham 008C,11.1,0.27,18.8,28.2,21,8.9,53.6,47.4,0.6,42532.00 ,4.8,1
E01003214,Lewisham 008D,17.4,0.25,31.7,20.4,38,14.7,41.7,56.2,0.6,29777.00 ,4.9,1
E01033324,Lewisham 008E,15,0.25,22.4,22.9,43.1,19.6,42.5,50.9,0.6,32290.00 ,6,1
E01033325,Lewisham 008F,1.3,0.41,3.9,24.2,1.6,1.4,75.4,69.5,0.3,48395.00 ,5.9,1
E01003198,Lewisham 009A,11.9,0.14,13.6,31.8,28.2,14.3,56.5,41.3,0.7,49995.00 ,4.1,0
E01003200,Lewisham 009B,3.8,0.21,2.2,23.3,12.6,7.2,64.4,37.6,0.8,59639.00 ,4.8,1
E01003202,Lewisham 009C,4.3,0.15,3.1,27.9,5.2,9.1,63.6,33.4,0.8,60784.00 ,3.9,0
E01003203,Lewisham 009D,8.9,0.21,20,21,34.8,16.8,47.6,60.7,0.5,33461.00 ,3.6,0
E01003336,Lewisham 010A,26.2,0.19,50.1,14.6,62.2,20,30.3,60.3,0.5,24153.00 ,4.2,0
E01003337,Lewisham 010B,27.7,0.18,51.7,11.2,70.7,20.1,23.2,60.2,0.5,25788.00 ,3.5,0
E01003342,Lewisham 010C,13.1,0.22,26.1,30.1,16.2,10.8,52.8,53.4,0.6,37429.00 ,4.8,1
E01003344,Lewisham 010D,13.8,0.26,25.6,26.4,32.1,11.7,49.2,50.3,0.6,37122.00 ,4.9,1
E01003345,Lewisham 010E,11.3,0.27,26.3,28.4,22.9,12.6,48.7,49.4,0.6,36367.00 ,4.9,1
E01003273,Lewisham 011A,13.2,0.35,21.4,32.7,30.5,11.3,43.7,48.8,0.6,30399.00 ,4.5,0
E01003277,Lewisham 011B,14.1,0.22,25.3,29.2,27.6,10.1,51.7,53.3,0.6,41106.00 ,4.3,0
E01003278,Lewisham 011C,11.4,0.29,29.6,28.3,22.5,11.3,45,55.5,0.5,36253.00 ,6,1
E01003279,Lewisham 011D,11.6,0.2,19.3,37.9,17.1,12.7,48.7,41.3,0.7,42967.00 ,4.8,0
E01003288,Lewisham 012A,17,0.24,28.3,16,47.1,22.4,33.3,59.1,0.5,28261.00 ,6.6,1
E01003290,Lewisham 012C,15.2,0.32,33.2,18.6,33.2,16.8,41.6,59.9,0.5,27937.00 ,4.7,1
E01003291,Lewisham 012D,25.4,0.21,37.8,13.3,63.9,24.4,27.6,67,0.4,24393.00 ,5,1
E01003296,Lewisham 012E,11.1,0.29,22.8,18.7,21.4,14,49.5,67.5,0.4,32357.00 ,7,1
