lsoa,names,ethnic_asian,ethnic_black,tenure_mortgage_loan,tenure_private,no_qualifications,bad_health,cars_per_household,median_annual_household_income,ptal_average,cluster_id
E01000634,Brent 019E,59.7,19.4,27.3,37.5,19.1,4.1,0.8,26194.00 ,4.5,1
E01000616,Brent 020A,48.7,13.8,21.2,42.7,15.9,4.2,0.7,27779.00 ,4.7,1
E01000620,Brent 020B,55.6,19.3,27.6,27.8,23.1,8.9,1,27914.00 ,3.1,0
E01000621,Brent 020C,45.8,22.7,28,34.6,22.4,3.9,1,27481.00 ,3.9,0
E01000635,Brent 020D,54.7,18.4,22.4,39.4,17.8,4.8,0.6,25264.00 ,6.2,1
E01000636,Brent 020E,61.9,14.6,28.6,31.7,23.3,4.9,0.9,26281.00 ,4.6,1
E01000596,Brent 021A,15.8,45.5,10.8,15.2,31.5,7.1,0.5,20176.00 ,2.5,2
E01000601,Brent 021B,13.6,45.6,11.9,18,22.7,5.9,0.7,22667.00 ,3,0
E01000602,Brent 021C,24.6,42.4,15.8,8.6,26,7.1,0.7,22235.00 ,3,0
E01000603,Brent 021D,19,40.6,18.9,33.7,22.7,6.1,0.6,22986.00 ,3,0
E01000604,Brent 021E,17.8,48.9,13.1,7.5,24.3,6.2,0.7,20970.00 ,3.1,0
E01000605,Brent 021F,21.1,41.3,10.1,5.8,29.5,7.7,0.7,20534.00 ,2.9,0
E01000488,Brent 022A,25.3,14.3,22.9,35.8,15.9,4.6,0.8,34746.00 ,3.6,0
E01000637,Brent 022B,19,20.3,19.2,39.5,18.2,6.7,0.5,26847.00 ,4.2,0
E01000639,Brent 022C,17.6,12.7,16.6,55.9,12.7,3.5,0.5,31195.00 ,4.1,0
E01000642,Brent 022D,18,12.8,12.7,53.6,12.5,4.5,0.4,28530.00 ,4.5,1
E01000644,Brent 022E,23.6,15.7,18.7,34.9,18.1,4.8,0.6,28169.00 ,4.5,0
E01000490,Brent 023A,12,9.8,19.9,50.2,9.1,5.2,0.5,38771.00 ,5,1
E01000494,Brent 023B,16.7,11.2,20.2,37.6,14,6.2,0.7,39108.00 ,3.6,0
E01000495,Brent 023C,10.7,13.9,15.8,32.1,19.2,9.3,0.5,31657.00 ,4.5,0
E01000560,Brent 023D,9.4,6.6,18.8,45.9,8.6,3.6,0.7,44928.00 ,4,0
E01000561,Brent 023E,12.7,16.4,15.8,33.4,13.6,4.9,0.5,32827.00 ,5.1,1
E01000638,Brent 024A,24.9,17.1,11.5,51.2,22.3,4.1,0.4,23388.00 ,5.3,1
E01000640,Brent 024B,28.4,17.1,11.1,55.9,23,4.2,0.4,23606.00 ,5.7,1
E01000641,Brent 024C,20.7,24.4,14.7,41.3,18.7,4.6,0.5,24938.00 ,5,1
E01000643,Brent 024D,18.4,32.4,11,13.9,22.9,6.9,0.6,24368.00 ,3.7,0
E01000508,Brent 025A,16.7,39.5,12.2,30.9,28.2,6.8,0.6,21991.00 ,3,0
E01000521,Brent 025B,21.4,35.1,9.8,42.7,24.9,8.2,0.4,20736.00 ,4.6,1
E01000522,Brent 025C,10.8,39.3,20.4,21.8,24,6.3,0.6,24503.00 ,1.6,2
E01000526,Brent 025D,14.7,47.5,10.1,13.8,24.8,8.3,0.5,22108.00 ,2.5,2
E01000527,Brent 025E,13.2,37.8,17,35.1,25.8,6.1,0.5,22605.00 ,2.5,2
E01000528,Brent 025F,12.5,55.3,8.3,9.2,24,6.8,0.5,22218.00 ,2.7,0
E01000471,Brent 026A,56.5,12.4,40.3,22,21.6,4.5,1,27283.00 ,1.4,2
E01000474,Brent 026B,73.6,11.4,34.5,17.4,24.3,4.3,1,25604.00 ,2.8,0
E01000476,Brent 026C,67.8,12.4,33.6,18.9,25.1,3.7,1.1,27342.00 ,2.2,2
E01000477,Brent 026D,52.3,16.8,32,36.9,22.4,4.1,0.8,24337.00 ,1.8,2
E01000630,Brent 026E,55.7,20.9,16.5,25,20.4,6.5,0.7,24322.00 ,5.5,1
E01000595,Brent 027A,15.8,43.6,12.9,21.5,27,7.2,0.6,21448.00 ,3.1,0
E01000599,Brent 027D,11,55.1,4.1,8.4,24,7.2,0.6,25012.00 ,4.6,1
E01000600,Brent 027E,14.9,48.4,7.8,21.5,25.9,7.4,0.6,23894.00 ,4.3,1
E01033456,Brent 027F,16.1,57.2,5.9,8.5,24.7,6.9,0.6,21671.00 ,2.5,2
E01000545,Brent 028A,12.1,10.4,16.2,48.2,12.3,5,0.4,33655.00 ,5.4,1
E01000546,Brent 028B,12.5,10.5,18.3,45.6,13.5,5,0.5,37287.00 ,4.4,0
E01000547,Brent 028C,12.4,14.8,21.7,33.1,15.2,5.2,0.5,35313.00 ,4.7,1
E01000548,Brent 028D,9.9,14.9,17.4,43.2,14.2,5.8,0.4,28534.00 ,6.2,1
E01000549,Brent 028E,10.2,10.4,29.2,35.8,9.9,3.8,0.5,45717.00 ,4.9,1
E01000472,Brent 029A,50.6,8.5,26.6,52.3,14.8,4.1,0.7,28023.00 ,4.3,1
E01000473,Brent 029B,81.1,7.1,21.5,33.1,26.1,4.7,0.8,25662.00 ,4.1,0
E01000475,Brent 029C,61.2,12.2,27.2,28.5,19.2,4.8,1,26846.00 ,3.7,0
E01000478,Brent 029D,69.9,8.8,31.3,22.8,22,4.7,1,26902.00 ,3.6,0
E01000632,Brent 029E,81.9,5.5,26.1,31.4,23.8,5.9,0.9,27733.00 ,4,0
E01000489,Brent 030A,18,11.6,24.3,23.1,17.2,6.5,0.9,41575.00 ,3.5,0
E01000491,Brent 030B,15.2,10.9,23.8,28.9,17.6,5.1,0.9,41405.00 ,3,0
E01000492,Brent 030C,18.8,9.7,35.8,20.1,17,5.4,1.1,46873.00 ,3.5,0
E01000493,Brent 030D,16.8,11.7,33.9,19.2,17.8,5.1,0.9,45771.00 ,3.6,0
E01000581,Brent 030E,9,14.1,23.2,33.2,9.6,4,0.7,50088.00 ,4.4,0
E01000523,Brent 031A,13,34.4,17.2,38.4,22.6,5.1,0.5,24073.00 ,4.3,0
E01000524,Brent 031B,16.5,39.5,10,41.1,22.9,5.6,0.4,21666.00 ,5.9,1
E01000525,Brent 031C,11.8,36.2,14.1,31.5,24.5,6.5,0.5,23556.00 ,5.8,1
E01000533,Brent 031E,15.2,32.9,12.6,36.3,23.8,6.6,0.5,24434.00 ,4,0
E01000535,Brent 031F,13.7,23.1,27.1,40.4,16.4,5.3,0.7,28437.00 ,3.9,0
E01033455,Brent 031G,15.4,29.7,12.8,53.1,23.4,5.7,0.4,23008.00 ,5.7,1
E01033485,Brent 031H,17.6,33.1,12,38.4,25.1,7.2,0.4,22978.00 ,6.1,1
E01000579,Brent 032A,10.6,19.6,26.2,29.3,14.6,5,0.6,35747.00 ,5.4,1
E01000580,Brent 032B,7.1,9.2,27.9,25.5,13.3,4.4,0.8,46895.00 ,3.9,0
E01000582,Brent 032C,6.4,7.7,26.9,30.7,11,2.7,0.8,54491.00 ,4.8,1
E01000583,Brent 032D,12.5,10.4,21.3,39.9,10.6,5.5,0.6,42509.00 ,5.3,1
E01000586,Brent 032E,13.8,16.2,17.5,48.6,12.7,4.4,0.5,30563.00 ,5.8,1
E01000530,Brent 033A,19.8,15.7,30.6,24.9,15.1,4.3,0.9,39789.00 ,3,0
E01000531,Brent 033B,10.8,22.4,17.2,38.4,19,6.3,0.5,28712.00 ,3.9,0
E01000532,Brent 033C,8.8,24.4,23.5,20.9,18.7,5.8,0.5,33921.00 ,4.1,0
E01000534,Brent 033D,16.6,20.5,34.6,26.9,16.9,4.5,0.9,36597.00 ,2.7,0
E01000584,Brent 033E,22.6,13.9,30.7,25.4,19,5,0.8,42010.00 ,4.9,1
E01000585,Brent 033F,14.3,15.6,28.4,28.6,16.7,4.2,0.7,40272.00 ,5.4,1
E01000544,Brent 034A,11.8,36.7,10.8,17.3,19.7,6.8,0.4,23169.00 ,5.2,1
E01000550,Brent 034B,13.4,27.6,10.6,19.8,19.8,7.7,0.4,26916.00 ,6.7,1
E01000551,Brent 034C,10.8,43.6,6.4,8.7,25,7.5,0.4,21639.00 ,5.7,1
E01000552,Brent 034D,9.9,49.4,2.8,6.2,25.4,9.6,0.4,21147.00 ,6.1,1
E01000779,Bromley 001A,10.1,5.5,36.8,13.8,19.6,5.2,1.2,35898.00 ,2.3,2
E01000780,Bromley 001B,6.2,11.8,32,10.2,24.3,5.3,1,29385.00 ,2.5,2
E01000781,Bromley 001C,3,10.3,28.3,8.5,28.1,6.4,0.8,24909.00 ,2.9,0
E01000782,Bromley 001D,4.4,13.1,24.3,13.4,33.7,7.1,0.7,22923.00 ,2.8,0
E01000783,Bromley 001E,3.5,9,32.3,10.5,31.7,6.9,0.9,24183.00 ,2.9,0
E01000785,Bromley 001F,4.1,7.5,31.2,5.9,29.1,6.9,1,26500.00 ,1.9,2
E01000689,Bromley 002A,6.6,2.6,33,14.9,23,7.7,1.2,32710.00 ,1.1,2
E01000690,Bromley 002B,6.5,2.8,50.2,5.8,13.8,2.6,1.5,45459.00 ,2.5,2
E01000691,Bromley 002C,2.8,2.9,40.5,10.3,24.4,4.7,1.1,33714.00 ,2.5,2
E01000692,Bromley 002D,2.7,2,42.5,18.1,14.2,2.7,1.2,40386.00 ,2.6,2
E01000784,Bromley 002E,5.3,3.7,50.5,11.5,15.7,3.1,1.3,38789.00 ,2.3,2
E01000799,Bromley 004A,8.7,19.5,37.3,24.9,15.2,3.8,0.8,32731.00 ,4.8,1
E01000802,Bromley 004B,7,17.5,35.9,19.9,14.2,4.4,0.7,32855.00 ,4.2,0
E01000803,Bromley 004C,4.7,17.5,32.6,22.1,14.6,4.2,0.7,34375.00 ,3.9,0
E01000804,Bromley 004D,7.3,12.3,44.3,10.4,11.5,3.3,1.4,46818.00 ,2.7,2
E01000805,Bromley 004E,5,14.2,35.8,20.2,18.2,4.2,0.7,32027.00 ,4.2,0
E01000740,Bromley 005A,7.9,29.6,25.5,42.9,12.7,3.1,0.5,28425.00 ,5.1,1
E01000741,Bromley 005B,5.7,23.4,26.4,26.8,15.9,5.5,0.5,28658.00 ,5.4,1
E01000742,Bromley 005C,4,21.3,28,34.1,12.5,3.1,0.6,29378.00 ,4.3,0
E01000745,Bromley 005D,6.9,21.7,31,29.6,12.6,4.2,0.6,32047.00 ,3.7,0
E01000746,Bromley 005E,5.6,14.5,30.2,33.4,13.1,4.1,0.7,34050.00 ,5.9,1
E01000709,Bromley 006A,7,3.6,26.7,23.5,19.1,5.9,0.7,35259.00 ,4.7,1
E01000710,Bromley 006B,6.4,6,33.8,27.7,12,2.6,0.9,42640.00 ,3.5,0
E01000711,Bromley 006C,6.8,5.1,26.9,33.7,13.3,4.9,0.8,41720.00 ,3.7,0
E01000714,Bromley 006D,7,4.1,27.7,41,9.9,3.2,0.8,39090.00 ,4.8,1
E01000718,Bromley 006E,7.6,13.2,27.9,18.4,17.2,4.3,0.9,29863.00 ,2.4,2
E01000645,Bromley 007A,10.3,1.1,43.7,5.2,8.7,2.5,1.8,64222.00 ,1.9,2
E01000649,Bromley 007B,10,4.6,38.2,11.4,12.8,4.7,1.5,54476.00 ,2.8,0
E01000694,Bromley 007C,6.9,2.5,38,4.6,14.7,3,1.5,58417.00 ,2.2,2
E01000695,Bromley 007D,2.8,1.3,41,9.9,11.6,3.9,1.4,52776.00 ,1.6,2
E01000696,Bromley 007E,6.7,1,35.2,11.8,12.1,4.1,1.5,59953.00 ,2.4,2
E01000697,Bromley 007F,5.6,1.1,42.4,20.3,9.5,3,1.3,53898.00 ,2.2,2
E01000674,Bromley 008A,7.4,5.2,36,20,17.7,4.9,0.9,36089.00 ,3.1,0
E01000676,Bromley 008B,8.5,6.4,23.8,32,14.3,4.6,0.7,32479.00 ,5.8,1
E01000820,Bromley 008C,5.1,4.2,33.4,18.8,16.9,5.4,1.1,37730.00 ,2.8,0
E01000822,Bromley 008D,4.5,7.7,37,20.9,16.7,4.2,0.9,35827.00 ,2.9,0
E01000823,Bromley 008E,4.8,2.8,43.8,24,9.5,2.3,1.1,42994.00 ,3.7,0
E01000824,Bromley 008F,3.9,5.2,42.2,22.2,14.3,4,0.9,35994.00 ,4.3,0
E01000825,Bromley 008G,6,4.2,32,26.9,16,5,0.8,35030.00 ,3.5,0
E01000743,Bromley 009A,4,24.5,15.6,24.4,26.2,8.1,0.5,24337.00 ,4.2,0
E01000744,Bromley 009B,6.3,27.8,16.7,11.1,27.8,10.1,0.6,22528.00 ,3.3,0
E01000796,Bromley 009C,5.9,34.7,12.2,7.8,22.9,5.7,0.6,23627.00 ,4,0
E01000798,Bromley 009D,5.7,26.6,15.9,19.5,25.6,7,0.5,21010.00 ,4.4,0
E01000800,Bromley 009E,6.1,27.4,26.7,27.9,16.1,5.4,0.7,27038.00 ,4,0
E01000806,Bromley 009F,7.3,29.2,18,33.3,18,4.1,0.5,25995.00 ,4.9,1
E01000693,Bromley 010A,14,2.5,30.5,10.7,19.4,5.5,1.5,47575.00 ,2.3,2
E01000698,Bromley 010B,9.3,4.3,39,1.8,16.9,2.9,2,54187.00 ,1.7,2
E01000736,Bromley 010C,2.6,3.1,39.2,3.6,28.4,5.1,1.2,28825.00 ,2,2
E01000737,Bromley 010D,6.3,6.2,33.4,6.7,30.4,8.6,1.1,27670.00 ,1.8,2
E01000672,Bromley 011A,6.8,4.2,41.2,17.2,13.8,4.1,1.2,45153.00 ,1.9,2
E01000673,Bromley 011B,5.5,5.3,46.5,12.4,13.4,3.4,1.3,43733.00 ,2.9,2
E01000716,Bromley 011C,4.5,2.9,33.2,18.2,13.3,4.8,1.2,49201.00 ,2.2,2
E01000717,Bromley 011D,4.2,3.7,34.5,28.2,10.7,2.9,1,40426.00 ,3.5,0
E01000828,Bromley 011E,8.4,3.7,35.5,15,14.1,4.1,1.1,43401.00 ,3.2,0
E01000712,Bromley 012A,8.5,4,33.1,29.1,10,2.4,1,46771.00 ,3.6,0
E01000713,Bromley 012B,5.3,7.6,36.7,26.7,9.4,2.7,1.1,45457.00 ,2.5,2
E01000715,Bromley 012C,6,2.7,35.4,21.8,12.5,3.4,1,44675.00 ,3.3,0
E01000770,Bromley 012D,4.3,1.6,26.5,19.2,10.7,3.3,1.2,53015.00 ,3.1,0
E01000772,Bromley 012E,4.4,3,32.4,13.4,15.9,4.2,1.2,48968.00 ,2.4,2
E01000700,Bromley 013A,4.4,7.9,47.6,12,16.2,4.1,0.9,35099.00 ,4,0
E01000702,Bromley 013B,5,7.8,46.7,18.7,14.1,2.9,1.1,38996.00 ,5,1
E01000703,Bromley 013C,4.8,4.5,37.6,26.8,10.3,3.1,1.1,43854.00 ,4.4,1
E01000706,Bromley 013D,4.6,8.7,43.7,13.4,18.8,3.9,1,32942.00 ,3.9,0
E01000797,Bromley 013E,3.6,4.9,41.5,13.4,11.6,4.4,1.1,44842.00 ,4.3,0
E01000729,Bromley 014A,3.6,8.6,16.6,5.1,34.1,7.6,0.8,21600.00 ,2.1,2
E01000730,Bromley 014B,2.4,9.4,23.4,6.9,30.7,6.9,0.9,23194.00 ,3.6,0
E01000735,Bromley 014C,4.2,6.5,32,6.8,31.9,6.1,1.1,26466.00 ,2.3,2
E01000738,Bromley 014D,3.5,6.8,40.8,8.5,29.1,5.6,1.2,30162.00 ,2.1,2
E01000739,Bromley 014E,2.8,10.7,22.9,5,34.4,9.3,0.8,23775.00 ,2.6,2
E01000699,Bromley 015A,6.9,19.6,36.7,26.4,14,4.4,0.7,30523.00 ,4.1,0
E01000701,Bromley 015B,5.1,12.8,48.9,17.4,14.6,4.6,0.9,36919.00 ,3.9,0
E01000704,Bromley 015C,5.1,13.8,49.7,13.3,20.4,3.5,1.1,34098.00 ,3.8,0
E01000705,Bromley 015D,7.2,22.1,40,18.4,14.4,3.7,0.9,33776.00 ,3.4,0
E01000801,Bromley 015E,7.6,14.9,36.2,18,19.9,6.4,0.8,30929.00 ,4.2,0
E01000646,Bromley 016A,7.7,3.8,36.4,25.7,15.8,5.1,1.2,42706.00 ,2.3,2
E01000647,Bromley 016B,6.1,3,52.1,14,14.8,1.5,1.2,40320.00 ,1.8,2
E01000648,Bromley 016C,6.9,3.2,50.2,14.6,14,2.3,1.4,44895.00 ,2.9,0
E01000653,Bromley 016D,7.3,2.1,32.1,6.9,16.3,4.5,1.5,52410.00 ,2,2
E01000678,Bromley 016E,6.7,5,41,17.3,13.2,2.9,1.2,43118.00 ,3.1,2
E01000670,Bromley 018A,11.4,5,29.9,28.2,7.8,2.3,1.1,50462.00 ,5.9,1
E01000675,Bromley 018B,8.2,6.1,33.5,31.7,10.3,3.2,1,43611.00 ,5.3,1
E01000677,Bromley 018C,6.5,5.6,44,28.6,9.7,2.7,0.9,38614.00 ,3.4,0
E01000762,Bromley 018D,8,2.2,37.7,16,13.1,3.9,1.2,41621.00 ,2.2,2
E01000829,Bromley 018E,6.8,4.6,40.6,21.5,11.9,2.7,1,43729.00 ,4.9,1
E01000719,Bromley 019A,3.4,10.5,34,12.8,23.5,5.6,0.9,27124.00 ,2.1,2
E01000720,Bromley 019B,2.8,11.9,35.5,13.5,29.9,4.8,1,24703.00 ,0.9,2
E01000721,Bromley 019C,4.9,12.1,23.3,6.3,33.2,6,0.8,22367.00 ,1.2,2
E01000724,Bromley 019D,3.3,15.5,25.5,4.7,34,6.5,0.9,23817.00 ,1.6,2
E01000728,Bromley 019E,2.9,6.3,34.7,11.3,33.4,6.3,1.1,29148.00 ,1,2
E01000651,Bromley 020A,5.2,1.3,41.5,10,18.4,7.1,1.2,46179.00 ,3,0
E01000668,Bromley 020B,6.4,3,45.4,20.4,16.1,3,1.1,35841.00 ,2.8,0
E01000669,Bromley 020C,2.7,3,48,15.9,16.8,3.5,1,35593.00 ,3,0
E01000671,Bromley 020D,8.5,4.6,35.3,20.3,16.7,3.9,1,35075.00 ,3.7,0
E01000679,Bromley 020E,3.9,4.4,53.3,14,15.1,2.2,1.2,38839.00 ,2.4,0
E01000826,Bromley 021A,5.6,2.5,47.2,3.7,9.3,1.5,1.8,61658.00 ,1.3,2
E01000827,Bromley 021B,10,3.5,31.6,18,13.8,3.5,1.1,43044.00 ,2.5,2
E01000830,Bromley 021C,7,2.5,42.1,2.4,9.4,1.7,1.9,60034.00 ,1.6,2
E01000831,Bromley 021D,7.1,1.8,31.1,15,13.4,4,1.1,46772.00 ,2.6,2
E01000833,Bromley 021E,5.7,2.3,50.3,3.6,11.6,1.8,1.8,54779.00 ,1.7,2
E01000650,Bromley 022A,10.3,2.9,37.3,7.2,12.6,3.9,1.5,53936.00 ,2.5,2
E01000652,Bromley 022B,5.8,2.2,42.3,5.5,16.7,4,1.4,44938.00 ,2,2
E01000807,Bromley 022C,4.4,1.9,38.5,15,12.3,2.3,1.3,49453.00 ,3.2,0
E01000809,Bromley 022D,1.9,2.3,43.2,4.1,19.8,3,1.3,45185.00 ,3,0
E01000722,Bromley 023A,4.3,4.8,42.2,15.8,27,4.8,1.1,29493.00 ,3.6,0
E01000725,Bromley 023B,2.9,4.7,31.4,15.7,24.7,4.7,0.9,28120.00 ,3.4,0
E01000731,Bromley 023C,3.7,8,37.6,5.5,29.3,5.4,1.2,27896.00 ,1.9,2
E01000732,Bromley 023D,5.2,3.9,42.8,4.3,22.2,5.4,1.4,34642.00 ,1.9,2
E01000733,Bromley 023E,2.7,4.8,37.8,5.5,24,5.8,1.2,30282.00 ,2.8,0
E01000769,Bromley 024A,3.9,7.9,44.7,4.4,17.2,4.4,1.4,42214.00 ,2.7,0
E01000773,Bromley 024B,3.7,3.7,42.1,6.6,18.2,3.9,1.3,42190.00 ,2.1,2
E01000775,Bromley 024C,6.4,6.3,47.6,12.1,16.6,2.6,1.5,51126.00 ,2.1,2
E01000777,Bromley 024D,3.7,7,48,9.6,15.8,3.4,1.4,41696.00 ,2.9,0
E01000778,Bromley 024E,6.1,6.3,47.9,5.7,19.8,2.8,1.2,33899.00 ,2.1,2
E01000808,Bromley 025A,6.6,1.2,44.6,4,14.9,3.5,1.4,50388.00 ,1.6,2
E01000810,Bromley 025B,4.1,1.1,41.4,4.3,13.5,3.2,1.4,55341.00 ,2.6,2
E01000811,Bromley 025C,5.2,0.7,45.2,14.7,15.9,3.3,1.2,43347.00 ,3.9,0
E01000813,Bromley 025D,6.3,1.9,39.4,4.2,20.4,4,1.3,43354.00 ,3,2
E01000815,Bromley 025E,3.4,1.8,42.7,2.3,12.5,2.7,1.7,59459.00 ,2.4,2
E01000661,Bromley 026A,5.7,8.8,21,7.3,29.4,7.2,0.8,25077.00 ,2.9,0
E01000662,Bromley 026B,5.1,6.7,42.1,5.7,25.3,5.3,1.2,32418.00 ,2.1,2
E01000663,Bromley 026C,4.5,3.8,39.1,3.9,25.5,5.9,1.1,31599.00 ,1.7,2
E01000664,Bromley 026D,4.5,5.2,40,4.6,22.8,3.9,1.4,31723.00 ,1.6,2
E01000763,Bromley 027A,4.5,1.5,50.3,3.4,13.8,2.5,1.6,46231.00 ,2.3,2
E01000764,Bromley 027B,3.3,5.4,42.8,3.5,22.4,4.1,1.3,35952.00 ,2,2
E01000766,Bromley 027C,2.6,1.1,47.6,1.7,13.8,2,1.5,50605.00 ,2.9,0
E01000767,Bromley 027D,3,1.6,48.8,4.2,13.7,2.6,1.5,48234.00 ,3.4,0
E01000834,Bromley 027E,3.5,2.3,59,4.8,13.2,1.3,1.6,49270.00 ,1.9,2
E01000727,Bromley 028A,4.1,3,35.7,11.2,23,6.2,1.1,33837.00 ,3.7,0
E01000734,Bromley 028B,3.8,5.1,42.2,10.1,18.5,3.4,1.4,35879.00 ,1.7,2
E01000790,Bromley 028C,11,3.9,31,25.8,15.4,4,1,36990.00 ,6.1,1
E01000812,Bromley 028D,7.4,1.7,39.4,10.4,18.3,4.3,1.3,41562.00 ,2.5,2
E01000814,Bromley 028E,8.2,1.2,44.7,3.2,9.1,2.2,1.6,59806.00 ,3.2,2
E01000723,Bromley 029A,1.6,2.6,38,4.3,29.4,6.2,1.3,32237.00 ,1.5,2
E01000726,Bromley 029B,3.7,4.1,39.3,12.2,22.6,5.9,1.2,34353.00 ,2,2
E01000787,Bromley 029C,2.8,3.8,36.7,7.8,32.7,5.8,1,29962.00 ,2.3,2
E01000788,Bromley 029D,6.9,5.8,37.2,7.3,22.3,4.8,1.2,32525.00 ,3.3,0
E01000791,Bromley 029E,4.4,3.6,37,4.7,28.3,4.9,1.3,34606.00 ,2.1,2
E01000832,Bromley 030A,7.3,3.2,41.6,6.8,13.7,3.1,1.4,45511.00 ,2.6,0
E01000835,Bromley 030B,5.1,2.5,37.3,21.8,16.3,3.2,1.2,41625.00 ,2.9,0
E01000836,Bromley 030C,3.2,2,54.6,4,13.2,2.1,1.5,48227.00 ,2.1,2
E01000837,Bromley 030D,5.6,4,37.4,9.7,18.9,5.3,1.2,38933.00 ,2.6,0
E01000838,Bromley 030E,3.6,2,41.8,5.1,18.3,4.7,1.5,44514.00 ,2.4,2
E01000839,Bromley 030F,3.4,2.6,42.5,6.4,11.4,1.7,1.6,51833.00 ,1.3,2
E01000840,Bromley 030G,2.1,2.3,32.3,1.8,20.2,5,1.3,44158.00 ,1.9,2
E01000841,Bromley 030H,4,1.7,41.6,6.9,14.1,2.6,1.4,46146.00 ,2.1,2
E01000753,Bromley 031A,3.4,1.2,35.6,6.4,15.6,4.2,1.5,49094.00 ,2.2,2
E01000754,Bromley 031B,6.4,1,38.4,11.2,16.5,2.4,1.2,38259.00 ,3,2
E01000755,Bromley 031C,3.9,0.9,42,6.2,15,3.2,1.4,45887.00 ,3.1,0
E01000757,Bromley 031D,3.5,0.1,38.8,2.3,14.6,2.5,1.5,51084.00 ,2.3,2
E01000758,Bromley 031E,5.9,1.6,40.9,4.4,12.6,3.3,1.3,48385.00 ,4.4,1
E01000786,Bromley 032A,2.1,2,30.6,3.2,21.3,4.2,1.5,39750.00 ,1.8,2
E01000789,Bromley 032B,4.7,11.5,15.4,6.2,29.9,4.8,0.7,22190.00 ,2.7,0
E01000792,Bromley 032C,4.4,9.8,31.1,6.4,24.1,4.9,1.2,32969.00 ,2.1,2
E01000793,Bromley 032D,3.1,0.4,40.4,3.6,15.8,3.8,1.4,47920.00 ,2.4,2
E01000795,Bromley 032E,2.5,2.8,39.5,4.1,20.4,4.8,1.3,34709.00 ,1.8,2
E01000665,Bromley 033A,4.2,3.5,42.7,12.3,18.4,4.3,1.3,35447.00 ,2.9,0
E01000666,Bromley 033B,2.4,1.4,35.8,9.4,15.2,2.8,1.7,52319.00 ,1.5,2
E01000667,Bromley 033C,6.1,1.5,42,3.2,16.5,3.8,1.8,55308.00 ,2.6,0
E01000756,Bromley 033D,6.8,1.4,38.6,6.1,16.6,2.6,1.7,53526.00 ,2.5,0
E01000759,Bromley 034A,1.4,0.8,48.6,4.7,15.6,2.3,1.7,45306.00 ,1,2
E01000760,Bromley 034B,2,1.7,43.6,11.5,19.5,3.9,1.4,39499.00 ,2.1,2
E01000761,Bromley 034C,2,1.9,52.9,4.2,15.1,2.3,1.6,41897.00 ,1.3,2
E01000765,Bromley 034D,1.7,1.9,43,13.8,13.6,3.1,1.4,44276.00 ,2.7,2
E01000768,Bromley 034E,3.4,1.1,35.4,11.7,16.8,4.6,1.3,45664.00 ,3.4,0
E01000681,Bromley 035A,4.9,1.4,50.9,3.7,14.4,2,1.4,44382.00 ,2.5,2
E01000682,Bromley 035B,4.1,2,40.2,5.6,19,3.4,1.3,41666.00 ,2.3,2
E01000683,Bromley 035C,10.2,2.4,46.8,11.3,17.3,4.8,1.2,36774.00 ,1.6,2
E01000684,Bromley 035D,9.4,3.7,51.3,6.9,13.9,2.5,1.5,49859.00 ,1.9,2
E01000794,Bromley 035E,3.2,1.5,37.6,3.3,17.1,3.7,1.6,45362.00 ,2.4,2
E01000749,Bromley 036A,1.6,0.4,38.8,5.6,22.9,4.1,1.7,39389.00 ,1.4,2
E01000750,Bromley 036B,3.4,2.1,20.8,3.2,28.8,6.6,1.1,28697.00 ,1.2,2
E01000751,Bromley 036C,11.9,2.6,40.5,9.9,19.3,3.4,1.3,40887.00 ,2.3,2
E01000752,Bromley 036D,2,1.4,30.2,8.6,23.7,4.7,1.2,36062.00 ,1.6,2
E01000680,Bromley 037A,2.7,0.2,39,8.5,13.2,2.8,1.9,49828.00 ,1,2
E01000685,Bromley 037B,3.4,2,43.9,7.9,21.6,4.4,1.3,35261.00 ,2.7,0
E01000686,Bromley 037C,5,2,38.1,5.2,18.5,3.6,1.3,42652.00 ,2.5,2
E01000687,Bromley 037D,3.1,0.7,40.1,9.5,17.6,2.4,1.4,43280.00 ,2.2,2
E01000688,Bromley 037E,4.8,1.5,45.6,4.6,13,2.6,1.8,52491.00 ,1.9,2
E01000654,Bromley 039A,2.1,0.7,58.4,5.3,17.4,3.5,1.8,35600.00 ,1.6,2
E01000655,Bromley 039B,1.6,0.2,55.5,5.9,15.3,3.4,1.7,35504.00 ,1.2,2
E01000656,Bromley 039C,0.9,1.5,54.7,3.1,18.1,2.4,1.9,40098.00 ,1.9,2
E01000657,Bromley 039D,1.8,1.3,43.2,8.5,22,3.3,1.4,33257.00 ,2.5,2
E01000659,Bromley 039E,0.9,1,60.4,4.4,13.3,2.4,1.8,36287.00 ,1.7,2
E01000816,Bromley 040A,8.1,12.9,45.6,7.8,20.2,3.8,1.2,34008.00 ,2.9,0
E01000818,Bromley 040B,6.3,8.4,45.8,4.9,18.2,3.3,1.4,39633.00 ,1.6,2
E01000819,Bromley 040C,5.9,12.4,29.6,10.7,24.3,6.7,0.8,28065.00 ,2.8,0
E01032562,Bromley 040D,5.6,14.7,26.8,7.5,30.4,6.2,0.8,24086.00 ,2.8,0
E01032563,Bromley 040E,7.4,6.5,37.7,8.3,20.4,6.5,1.4,45957.00 ,2.3,2
